yy;mm;dd;14158_1;14246_1;14271;9573;9317;14444;9068;9101;9167;9177;9191;9192;9230;9244;9287;9289;9310;9404
1986;4;10;0.2;1.4;0;4;0.4;0;NA;20.1;6.6;2.6;NA;NA;17;0.2;0.4;7.4;0;0.8
1986;4;11;0;0;0;0;0;0;NA;0;3.6;0;NA;18.2;3;0;0;0.2;0;0
1986;4;12;0;0;0;0;0;0;NA;0;0.2;0;NA;3.2;2.6;0;0;0;0;0
1986;4;13;9;1;10;9.2;11;2.3;NA;0;0.4;9.4;NA;NA;2.6;5.4;9.8;0.8;9.2;2.2
1986;4;14;2.8;0.6;0;2.8;2.4;7.3;NA;10.5;NA;0;NA;NA;3.8;4;2.8;0.4;0;1.6
1986;4;15;0;0;0;0;0;0;NA;0;1;0;NA;0.2;0.6;0;0;0;0;0
1986;4;16;7.4;4.8;11;15.6;6.4;0;NA;15;8;9;NA;NA;22.6;14.6;11.8;7;5.8;13.4
1986;4;17;3;1.8;0;6.2;0.4;0;NA;0;10;3.6;NA;22.4;19.8;2.4;3.8;12;1.4;8.8
1986;4;18;0.6;2.8;7;2.2;3.6;5.3;NA;13;17.6;3;NA;70.4;41.8;3.2;2.4;18.6;2.4;5.4
1986;4;19;0;0;0;0;0;0;NA;0;0.8;0;NA;0.2;4.8;0;0.2;0;0;0
1986;4;20;0;0;0;0;2.4;0;NA;0;0.2;0;NA;0.2;2;0;0;1;0;0
1986;4;21;0;0;0;0;0;0;NA;0;0;0;NA;2.6;1.8;0;0;0;0;0
1986;4;22;0;0;0;0;0;0;NA;0;1;0;NA;2.2;2;0;0;0;0;0
1986;4;23;0;0;0;0;0;0;NA;0;3.2;0;NA;8.2;5;0;0;0;0;0.2
1986;4;24;0;0.2;0;2.6;0;0;NA;0.8;1.8;0.6;NA;0.6;6.4;0;0.2;2;0;0.6
1986;4;25;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;4;26;0;0.2;0;0;0;2.3;NA;0;0;0;NA;1.2;0;0;0;0;0;0
1986;4;27;2;1;2;2;0.6;3;NA;0;1;3;NA;8.4;12.2;3.4;2.2;3.4;1.8;3.8
1986;4;28;25;3;25;25.2;3;22.6;NA;16;6.6;3;NA;12.2;13.4;24.2;24.2;4.8;29.4;15.6
1986;4;29;15.6;4.4;1;7.6;0.8;3;NA;0;7.6;1.6;NA;6.8;5.4;26.4;21.8;2.4;13.4;3
1986;4;30;20.6;4.8;32;39.8;34.8;0.6;NA;35.2;13;18.4;NA;4.6;26.8;24.2;34.6;15.2;22.2;27
1986;5;1;0;0;0;0;0.2;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;2;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;3;0;0;0;2.2;0;0;NA;NA;4.8;0;NA;6.8;0;0;0;0;0;0
1986;5;4;1.6;0;0;0;0;0;NA;NA;0;0;NA;0;2.2;0.8;0.2;0;0.2;0
1986;5;5;5.4;0;0.6;0;0;0;NA;NA;4.8;0;NA;2.6;8;0;1.4;4.2;1.4;0.8
1986;5;6;0;0;0;0;0;0;NA;NA;4;0;NA;1.4;0;0;0;0.8;0;0
1986;5;7;0.2;0;1.2;0;0;0;NA;NA;12.6;0;NA;0;0;1.8;0;0;0;0.2
1986;5;8;0;0;0;0;0.2;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;9;0.6;0;0;0;0.4;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;10;0;0;0.8;0;0.2;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;11;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;12;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;13;0;0;0.4;0;0;0;NA;NA;10;0;NA;0;0;0;0;0.2;0;0
1986;5;14;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;2.4;0;0
1986;5;15;0;0;0.8;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;16;0;0;1.6;0;0;0;NA;NA;0;0;NA;0;0;0;0;0.2;0;0
1986;5;17;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;18;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;19;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;20;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;1.6;0;0
1986;5;21;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;22;5;2.4;12;0;4.2;1.7;NA;NA;0.2;10;NA;0.8;0.2;2;1.4;0.4;0.8;2.2
1986;5;23;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;24;0;0;0;6.4;0;0;NA;NA;0.2;0;NA;0;0.2;2;0.8;1;0;1.2
1986;5;25;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0.2;0;0;0
1986;5;26;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0.2;0;0
1986;5;27;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;28;0;0;0;0;0;0;NA;NA;0;0;NA;0;0;0;0;0;0;0
1986;5;29;11.4;0;0;1.6;5.8;0;NA;NA;5.8;0;NA;66;0;12.2;0;0;0.8;0.2
1986;5;30;0;0;0;0;0.2;0;NA;NA;1;0;NA;2.4;3.8;0;0;0;0;0
1986;5;31;0.4;0;0.2;0;0;0;NA;NA;0.8;0;NA;0;0;0.2;0;0;0;0
1986;6;1;4.2;0;2.8;14.2;11.2;0;NA;10.2;0.8;2.6;NA;NA;4.6;1;6.8;0;4;3.6
1986;6;2;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;2.2;0;0
1986;6;3;2.8;4;3.6;5.2;0.6;6.3;NA;10.1;9.8;1.4;NA;NA;6.6;6.8;8.2;4;4.2;7.6
1986;6;4;3.2;0.2;0.6;5.4;2.8;3.5;NA;0;0.2;0;NA;NA;6;0.8;1.6;1.4;0;1.6
1986;6;5;8.4;2.4;13;12.4;12.2;5.5;NA;25;8.4;5;NA;NA;22.8;11;13.6;6.4;6.4;7
1986;6;6;9;5;11.6;20.6;10.2;0;NA;15.2;12.4;13;NA;NA;15.6;14.4;17.6;13.4;8.8;11.2
1986;6;7;0;0;0;0;0;0;NA;0;0.2;0;NA;NA;1.8;0.6;0.2;1.2;0;0
1986;6;8;0.6;1.2;3.6;0.2;3.2;0;NA;0;1;0;NA;NA;2;1.4;6;0.2;0.4;0.2
1986;6;9;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;6;10;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0.2;0;0;0
1986;6;11;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0.4;0;0
1986;6;12;0;1.4;1.2;0;5.2;8.5;NA;8;0;1.6;NA;NA;0;0.2;0;0;0;0
1986;6;13;7.4;10.2;5;17.2;1.8;15;NA;5.2;10.2;0;NA;NA;34.2;9.2;9.6;13.4;4.6;4.2
1986;6;14;0;0;1;1.8;0.8;0;NA;0;0.6;0;NA;NA;0.4;0.2;0;0.8;0;0
1986;6;15;0.2;0;0.8;5.2;0.6;0;NA;1;7.2;0;NA;NA;4;0.6;1.2;7;1.4;3
1986;6;16;0;0;0;2.6;0;0;NA;0;4.6;0;NA;NA;10.4;0;0;6.2;0;0.8
1986;6;17;0;1.8;0.2;8.4;0;0;NA;0;16;0;NA;NA;16.6;8;1.6;2.4;0;6.6
1986;6;18;0;1.2;0.4;5;0;7;NA;1.5;7.2;0;NA;NA;4.6;0.8;1.4;7.2;0;6
1986;6;19;0;13.6;0;0.6;0;16.5;NA;0;8.2;10.4;NA;NA;14.2;11.2;0.2;27.6;0;3.4
1986;6;20;0.2;0;0;0;0;0;NA;2;13;0;NA;NA;13.2;0.2;4.4;21.2;3.6;1
1986;6;21;0;0.2;0;0.2;0;0;NA;6;10.6;0;NA;NA;9.4;5.6;0;18.8;0;0
1986;6;22;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;6;23;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;6;24;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;6;25;0;1.2;0;0;0;1;NA;0;0;0;NA;NA;0;7.4;0;0;0;0
1986;6;26;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;6;27;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;6;28;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;1;0;0
1986;6;29;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;6;30;22.4;3.6;5.6;18.4;5.6;2;NA;12;0;9.6;NA;NA;0.4;6;14.8;0;16.6;13
1986;7;1;0;0;0;0;0.2;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;2;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;3;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;4;5.2;2.2;0;0;0;0;NA;0;0;0;NA;0;0.8;0;2.4;1.6;0.6;0
1986;7;5;2.6;0.8;0.4;10.8;0;0;NA;0;1.6;1.6;NA;7.4;10.2;0;0;1;0;0
1986;7;6;0;0;0;0;0;0;NA;0;0.2;0;NA;0;0;0.2;0;0.6;0;0
1986;7;7;12.6;5.6;7.8;19;4.2;4.5;NA;10.2;15.2;10;NA;39.6;23.8;5.4;15.2;0.2;3.4;18
1986;7;8;0;1.8;7.8;0;0;0;NA;0;11.4;0;NA;8.8;1.2;0;0;0;0;1
1986;7;9;1.2;0;2.2;0;0.2;0;NA;0;0;0;NA;0.2;0;0.2;2;0;0;0
1986;7;10;0;0;0;0.2;0.6;0;NA;0;0;0;NA;0.8;0.2;0;0;0;0;0
1986;7;11;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;12;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;13;15.2;2;8.4;26.4;4.2;1.2;NA;25;9.4;5.6;NA;0;28;9.6;12.4;8.6;12.8;17.8
1986;7;14;62.4;10.8;41;63;32.2;8.5;NA;70.3;47.8;35.6;NA;59;36;53.6;62.2;40.6;78.4;27
1986;7;15;40.2;2;36.6;28.8;32.8;0;NA;2.3;29.6;1;NA;13.6;24;67;51.6;21;36.2;13
1986;7;16;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;17;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;18;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;19;0;0;0;0;0;0;NA;0;27.4;0;NA;0.2;5;0;0;8.6;0;0
1986;7;20;24.8;25.4;30.2;36;25.4;27.7;NA;50.3;41.2;31;NA;13.8;19.8;40;12.2;35;11.6;16.6
1986;7;21;9;0.4;0;4;2.4;0;NA;0;0.8;0;NA;6.8;3.4;15.6;5.4;0.2;0.6;6.2
1986;7;22;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;23;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;24;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;25;0;0;0;0;0;0;NA;0;0;0;NA;1.6;0;0;0;0;0;0
1986;7;26;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;27;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;28;0;0;0;0;0;0;NA;0;0;0;NA;4.8;0;0;0;0;0;0
1986;7;29;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;30;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;7;31;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;1;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;2;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;3;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;4;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;5;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;3
1986;8;6;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;7;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;8;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0.8;0;0
1986;8;9;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;10;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;11;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;12;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;13;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;14;2.6;28.4;0;0;0;19;NA;0;0;35;NA;0;0;0;3.8;0;9.8;0
1986;8;15;0;0;0.8;0;5.2;0;NA;0.4;0;0;NA;0;0;0.6;0.4;0;0;1
1986;8;16;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;17;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;18;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;19;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;20;0;0;0;0.2;0;0;NA;0;8.2;0;NA;17;2.6;0;0;8;0;0
1986;8;21;0;0;0;0;0;0;NA;0;0;3.6;NA;0;0;0;0;0;0;0
1986;8;22;0;0;0;0;0;0;NA;0;0;0;NA;0;0.4;0;0;0;0;0
1986;8;23;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;24;0;0;0;0;0;0.2;NA;0;0;6;NA;1;2.6;0;0;0;0;0
1986;8;25;3.2;16.4;1.2;1.8;0.2;8.9;NA;2;4;0;NA;2;1;2.4;3;1;0;0.8
1986;8;26;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;8;27;0;0;0;0;0;0;NA;0;0;0;NA;3;2.2;0;0;0.6;0;0
1986;8;28;0;0;2;2.2;0.8;0;NA;0;0;0;NA;44;9.6;0;0.6;0.8;0;0.2
1986;8;29;1;3.8;0;1.6;0.6;6.6;NA;0;4;8;NA;12;2.4;2;0.6;4.6;0;0.2
1986;8;30;0.2;0.2;0;0;0;6.4;NA;0;0;0;NA;0;0;0;0.2;0;0;0
1986;8;31;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;1;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;2;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;3;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;4;0;0;0;0;1;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;5;4.4;2.2;0.4;1.4;0;1.8;NA;0;0;0;NA;0;0;0;0.4;0;0;0
1986;9;6;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;7;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;8;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;9;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;10;12.8;0;18;32;10;11;NA;24.2;29.8;5.6;NA;34;24;18.6;18.2;31.8;13.4;20.4
1986;9;11;0;0;3.6;0;0;0;NA;0;0;0;NA;0;0.2;0.2;0;0;0;0
1986;9;12;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;13;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;14;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;15;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;16;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;2;0;0
1986;9;17;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;18;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;19;0;1.4;0;0;0;7.7;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;20;7.4;55;6;9.2;11.8;58.4;NA;5;1.2;23;NA;3;4.2;11.6;3.2;0;8.8;6
1986;9;21;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;22;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;23;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;24;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;25;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;26;25.2;1.2;15;5.4;6.2;0;NA;4;9;0.6;NA;30;20;6.6;1;13;2;12
1986;9;27;5.4;0;3;4;6.2;0;NA;0;0.4;16.4;NA;0;0.6;0.2;0;0.2;3.8;0
1986;9;28;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;29;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;9;30;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;1;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;2;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;3;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;4;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;5;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;6;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0.2;0;0
1986;10;7;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0.2;0;0
1986;10;8;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;9;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;10;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0.6;0;0
1986;10;11;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0.2;0;0
1986;10;12;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0.2;0;0
1986;10;13;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;14;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;11;0;0
1986;10;15;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;16;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;17;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;18;0;0;0.2;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;19;6.2;1.4;3.2;9.6;1.6;11.5;NA;4;9;3.6;NA;27;19;9.8;1.6;0;3.4;11
1986;10;20;1;0.4;0.4;1;0;0;NA;0;1;0.4;NA;3;4;0.4;0.2;18;0;0.2
1986;10;21;0;0;0;0;0;0;NA;0;0;0;NA;0;0.2;0;0;0;0;0
1986;10;22;0;0;0;0;0;0;NA;0;0;0;NA;0;0.2;0;0;0;0;0
1986;10;23;0;0;0;0;0;0;NA;0;0;0;NA;20;13.2;0;0;0.8;0;0
1986;10;24;10.4;0;7.8;9.6;3.8;0;NA;3;7.6;0;NA;12;15;2.8;9.6;2.6;12.2;1.8
1986;10;25;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;26;7.4;9.2;6.6;6.6;4.2;8.5;NA;10.1;13.6;3.2;NA;NA;30;6.6;6.8;10.8;6;6.8
1986;10;27;20.8;21.4;23.4;26;19.2;18;NA;40.2;NA;15.8;NA;NA;29.6;25.4;22.8;24;13.2;29
1986;10;28;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0.2;0;0;0
1986;10;29;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;30;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;10;31;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0;0
1986;11;1;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;11;2;0;0;0;0;0;1.3;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;11;3;38.6;7;24.2;43.6;15.8;6.2;NA;6.4;44.2;6;NA;NA;48.6;39.6;48.2;65;29.2;39.4
1986;11;4;0.4;0;3;5.4;0;0;NA;0;0.8;0;NA;NA;2.6;2.4;4.4;33.2;0.4;3.2
1986;11;5;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;11;6;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;11;7;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;11;8;0;0;0.8;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;11;9;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;11;10;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;11;11;0;0;0.2;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;11;12;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0.2;0
1986;11;13;0.4;0;0.2;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;11;14;0.2;0;0.6;0;0.8;0;NA;0;0;0;NA;NA;1.2;0;0.4;0;0.8;0
1986;11;15;2.4;2.8;0;5.2;0;1.8;NA;2;0;1.6;NA;NA;34.2;2.6;2.4;8.2;0.2;4.8
1986;11;16;0;0;0;0;0;0;NA;0;0;0;NA;NA;0.2;0.2;0;0;0;0
1986;11;17;0;0;0;0;0.2;0;NA;0;0;0;NA;NA;0;0.2;0;0;0;0
1986;11;18;0.6;0;0.4;0;0.2;0;NA;0;0;0;NA;NA;0;0.4;0;0;0.8;0
1986;11;19;0;0;0;0.6;0;0;NA;0;0;0;NA;NA;0;0;0;0;0.2;0
1986;11;20;0;0;0;0;0;0;NA;0;0.2;0;NA;NA;0;0;0;0;0;0
1986;11;21;1.2;1.2;0.6;0.4;0.2;0;NA;0;11;0.6;NA;NA;1.4;1.2;0.6;1;5.4;1.4
1986;11;22;3;5.2;7.8;9;6.4;9.3;NA;3;13.4;10;NA;NA;29.8;1.4;7.8;10.6;3.2;5.4
1986;11;23;0;0.6;0.4;1.8;1;1;NA;0;8.6;1;NA;NA;19;0;0;0.2;0;0.4
1986;11;24;2.6;6.8;2;2.4;9.4;6.4;NA;4;8.2;8.6;NA;NA;40;2.2;3;8;1.6;3.8
1986;11;25;0;0;0.6;0.2;0;0;NA;0;0;0;NA;NA;0;0.2;0;0;0;0
1986;11;26;0;0;1;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;11;27;0;0;0;0.2;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;11;28;0;0;0;0;0;0;NA;0;0.2;0;NA;NA;0;0;0;0;0;0
1986;11;29;5.6;4.8;7;10.2;3.8;5.3;NA;24;0;12;NA;NA;0;7.6;3.8;0;4.4;4.4
1986;11;30;1.4;0.4;3.6;0;0;0;NA;0;0;0;NA;NA;3.2;3;3.4;0;0;2.4
1986;12;1;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;8;0;0
1986;12;2;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0.2
1986;12;3;0;0;0.4;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0.2
1986;12;4;0;0;0.2;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;5;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0.2
1986;12;6;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0.2
1986;12;7;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;8;0;0;0;0;0.2;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;9;0;0;0;0;0;0;NA;0;0;0;NA;NA;0.2;0;0;0;0;0
1986;12;10;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0.2;0;0;0;0
1986;12;11;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;12;0;0;0;0;0.2;0;NA;0;0;0;NA;NA;0;0.2;0;0;0.2;0
1986;12;13;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0.2
1986;12;14;0;0;0;0;0;0;NA;0.4;0.4;0;NA;NA;1.2;0;0;NA;0;0
1986;12;15;15.4;24;20.4;41.4;18.6;25.6;NA;34;15.4;20.6;NA;NA;66;17.6;20.4;0;13.8;30
1986;12;16;0.2;0.2;0.4;2.4;0.4;0;NA;0;0;1.6;NA;NA;4;0.2;0.2;0;0;0.8
1986;12;17;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;18;0.2;0;0.6;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0.2
1986;12;19;0;0;0;0;0;0;NA;0;0;0;NA;NA;0.6;0;0;0;0;0
1986;12;20;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;21;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;22;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;23;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;24;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;25;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;26;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;27;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;28;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;29;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;30;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1986;12;31;0;0;0;0;0;0;NA;0;0;0;NA;NA;0;0;0;0;0;0
1987;1;1;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;NA;0
1987;1;2;0;0;0;0;0;0;NA;0;0;0.2;NA;0;0;0;0;0;NA;0
1987;1;3;0;0;0;0;0;0;NA;0;0;0.6;NA;0;0;0;0;0;NA;0
1987;1;4;0;0.2;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;NA;0
1987;1;5;0;0.2;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;NA;0
1987;1;6;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;NA;0
